folder,set_uuid,uuid,stime,pos,frame,ch,slice,time,posname,x,y,z,framename,chname,slicename
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,2332e07c-ebaa-4855-9b41-4b47d9d23d1f,2014-12-19 17:30:41 -0800,10,0,0,0,7458,2-Pos_002_002,-627.1999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,b565d229-e7dc-43cf-8fee-055c2f06e527,2014-12-19 17:30:42 -0800,11,0,0,0,8086,2-Pos_003_002,77.59999999999991,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,86dc90ad-9422-465a-a2d1-e407338ce84e,2014-12-19 17:30:42 -0800,12,0,0,0,8727,2-Pos_003_003,77.59999999999991,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,3a2e444d-385f-402b-bee0-a4917798bdcf,2014-12-19 17:30:43 -0800,13,0,0,0,9368,2-Pos_002_003,-627.1999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,9d3a4db2-2e2f-4463-826a-757274374e8f,2014-12-19 17:30:44 -0800,14,0,0,0,10013,2-Pos_001_003,-1331.9999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,929bae0c-85c6-479f-80e4-08d70ce7c423,2014-12-19 17:30:44 -0800,15,0,0,0,10655,2-Pos_000_003,-2036.7999999999997,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,ef86a93b-a50a-492f-9e3e-09edcb0e69dc,2014-12-19 17:30:34 -0800,0,1,0,0,11526,2-Pos_000_000,-2036.7999999999997,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,cb1e9c8c-1e54-4146-a188-5ab59456c0f1,2014-12-19 17:30:35 -0800,1,1,0,0,12140,2-Pos_001_000,-1331.9999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,5c28e798-ed71-4227-afc4-738713b4ea4b,2014-12-19 17:30:36 -0800,2,1,0,0,12748,2-Pos_002_000,-627.1999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,b7c55a98-877b-403a-98d4-26ec184a3730,2014-12-19 17:30:36 -0800,3,1,0,0,13371,2-Pos_003_000,77.59999999999991,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,97ffd484-f4be-4e57-8277-4b463a22b649,2014-12-19 17:30:37 -0800,4,1,0,0,14001,2-Pos_003_001,77.59999999999991,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,cd67055b-54b5-4882-8277-d9e5afa14e0f,2014-12-19 17:30:38 -0800,5,1,0,0,14622,2-Pos_002_001,-627.1999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,8f365e18-da0e-4332-b968-6c04c0de5f31,2014-12-19 17:30:38 -0800,6,1,0,0,15253,2-Pos_001_001,-1331.9999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,94d6d5f9-73ca-4ecd-b763-d295f31ad22f,2014-12-19 17:30:39 -0800,7,1,0,0,15882,2-Pos_000_001,-2036.7999999999997,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,f09516c0-3206-4689-ac7c-49aa6dcbbc63,2014-12-19 17:30:40 -0800,8,1,0,0,16510,2-Pos_000_002,-2036.7999999999997,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,2edf66f0-48d7-457d-9bba-a47afb518a30,2014-12-19 17:30:40 -0800,9,1,0,0,17119,2-Pos_001_002,-1331.9999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,5c50e6fd-85d7-4c3b-93de-284489b3fcf7,2014-12-19 17:30:41 -0800,10,1,0,0,17735,2-Pos_002_002,-627.1999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,0e47ce44-103d-4d9f-8d81-5f06ae6cc330,2014-12-19 17:30:42 -0800,11,1,0,0,18355,2-Pos_003_002,77.59999999999991,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,d09faa0a-a87a-4275-a175-c9cdd6556fcb,2014-12-19 17:30:42 -0800,12,1,0,0,18973,2-Pos_003_003,77.59999999999991,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,fbe5ef38-e7cf-4488-838b-16c89f89a995,2014-12-19 17:30:43 -0800,13,1,0,0,19589,2-Pos_002_003,-627.1999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,e085d0f6-d11f-43a0-9322-1de044431d45,2014-12-19 17:30:44 -0800,14,1,0,0,20209,2-Pos_001_003,-1331.9999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,02f26916-b5c6-4be5-876f-bd3903db3ee8,2014-12-19 17:30:44 -0800,15,1,0,0,20843,2-Pos_000_003,-2036.7999999999997,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,32a4cec3-833f-4b0c-bdfe-b1aaccfd9a91,2014-12-19 17:30:34 -0800,0,2,0,0,21700,2-Pos_000_000,-2036.7999999999997,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,0e14e7c1-a5ba-4ff2-b7f2-3df7e1e43773,2014-12-19 17:30:35 -0800,1,2,0,0,22305,2-Pos_001_000,-1331.9999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,b07a2239-e67d-4f34-a33a-fc49b90ac61c,2014-12-19 17:30:36 -0800,2,2,0,0,22908,2-Pos_002_000,-627.1999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,808be86a-eb6b-4c23-a16c-eeea9fd36ba0,2014-12-19 17:30:36 -0800,3,2,0,0,23506,2-Pos_003_000,77.59999999999991,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,1b5f6253-d1e1-422c-a944-db73f90beb0b,2014-12-19 17:30:37 -0800,4,2,0,0,24125,2-Pos_003_001,77.59999999999991,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,4bb36794-cb0f-4819-a86f-d8f1d7ab3a03,2014-12-19 17:30:38 -0800,5,2,0,0,24742,2-Pos_002_001,-627.1999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,57ef26d2-87a5-4196-983c-997355de89e3,2014-12-19 17:30:38 -0800,6,2,0,0,25366,2-Pos_001_001,-1331.9999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,71af4b1b-d862-4330-bd34-4979308e4179,2014-12-19 17:30:39 -0800,7,2,0,0,25991,2-Pos_000_001,-2036.7999999999997,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,cd7743f8-b4f0-498b-9e2e-dde28c5a90ee,2014-12-19 17:30:40 -0800,8,2,0,0,26610,2-Pos_000_002,-2036.7999999999997,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,983d1f0c-3c46-4ae2-87be-af676c22de61,2014-12-19 17:30:40 -0800,9,2,0,0,27218,2-Pos_001_002,-1331.9999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,9cee2e32-dbe6-47a1-82f4-e8c852078280,2014-12-19 17:30:41 -0800,10,2,0,0,27822,2-Pos_002_002,-627.1999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,d55d8e9a-1169-4c88-8bdb-a72c010c2f02,2014-12-19 17:30:42 -0800,11,2,0,0,28424,2-Pos_003_002,77.59999999999991,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,6e676a87-de3a-47c6-b431-06a5694e928a,2014-12-19 17:30:42 -0800,12,2,0,0,29034,2-Pos_003_003,77.59999999999991,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,7b8a0099-c2e7-42ad-ae36-9f875338dab5,2014-12-19 17:30:43 -0800,13,2,0,0,29649,2-Pos_002_003,-627.1999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,b187ff21-4715-40a0-bcdf-8bd21e744a9a,2014-12-19 17:30:44 -0800,14,2,0,0,30268,2-Pos_001_003,-1331.9999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,391e86e0-455b-4690-9de2-ad7f35309b2f,2014-12-19 17:30:44 -0800,15,2,0,0,30892,2-Pos_000_003,-2036.7999999999997,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,45b71007-8992-45bc-8dd3-194a4df11e32,2014-12-19 17:30:34 -0800,0,3,0,0,31755,2-Pos_000_000,-2036.7999999999997,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,ff15e11a-2e95-4f4b-b4b4-68bd28283deb,2014-12-19 17:30:35 -0800,1,3,0,0,32355,2-Pos_001_000,-1331.9999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,282266f3-8e49-4947-b3c8-6340b015ee27,2014-12-19 17:30:36 -0800,2,3,0,0,32952,2-Pos_002_000,-627.1999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,d56d3f20-ceb9-40dd-8b86-90b88fcb22ba,2014-12-19 17:30:36 -0800,3,3,0,0,33550,2-Pos_003_000,77.59999999999991,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,0c0cc0bd-01e3-4d2b-8f43-3def1dfe8122,2014-12-19 17:30:37 -0800,4,3,0,0,34161,2-Pos_003_001,77.59999999999991,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,01d4761c-550a-41f4-82ed-5e2ed859b590,2014-12-19 17:30:38 -0800,5,3,0,0,34777,2-Pos_002_001,-627.1999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,160d5e61-9cbf-4fec-a9ec-2cc47e0cb67c,2014-12-19 17:30:38 -0800,6,3,0,0,35396,2-Pos_001_001,-1331.9999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,3791fe69-f007-46a3-b58f-566d0555e0bb,2014-12-19 17:30:39 -0800,7,3,0,0,36015,2-Pos_000_001,-2036.7999999999997,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,f4e391f7-c9dc-4c09-99df-8f48e186db77,2014-12-19 17:30:40 -0800,8,3,0,0,36633,2-Pos_000_002,-2036.7999999999997,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,c516543a-9b47-412d-a595-42baea095081,2014-12-19 17:30:40 -0800,9,3,0,0,37231,2-Pos_001_002,-1331.9999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,8cbc7020-aff4-4438-9c1f-7e78750f9789,2014-12-19 17:30:41 -0800,10,3,0,0,37826,2-Pos_002_002,-627.1999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,3782442b-1cf9-454a-8116-63abbe9efd54,2014-12-19 17:30:42 -0800,11,3,0,0,38418,2-Pos_003_002,77.59999999999991,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,7cf9bb77-c5d6-4f3d-b102-f471e8fd4781,2014-12-19 17:30:42 -0800,12,3,0,0,39025,2-Pos_003_003,77.59999999999991,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,c4117972-d7d4-4af3-82ff-c3115b030646,2014-12-19 17:30:43 -0800,13,3,0,0,39649,2-Pos_002_003,-627.1999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,4bf8de27-fc82-4da8-b789-1ebfcae7b126,2014-12-19 17:30:44 -0800,14,3,0,0,40260,2-Pos_001_003,-1331.9999999999998,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,2f010543-44f4-4d8a-8d8a-56354f5f2f33,2014-12-19 17:30:44 -0800,15,3,0,0,40875,2-Pos_000_003,-2036.7999999999997,40.399999999999636,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,b9c3fdea-a114-4309-9c17-7fb22db703ff,2014-12-19 17:30:34 -0800,0,4,0,0,41720,2-Pos_000_000,-2036.7999999999997,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,6f9a7d2e-fc8c-4447-b233-cccac171b6c9,2014-12-19 17:30:35 -0800,1,4,0,0,42314,2-Pos_001_000,-1331.9999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,c15179fc-358f-4e97-ba67-d8612b2eab37,2014-12-19 17:30:36 -0800,2,4,0,0,42910,2-Pos_002_000,-627.1999999999998,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,d8aa7485-b35f-4f2f-9b9f-260a7d0ccada,2014-12-19 17:30:36 -0800,3,4,0,0,43501,2-Pos_003_000,77.59999999999991,-2074,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,1573f965-d2ee-481f-a158-99481413fa63,2014-12-19 17:30:37 -0800,4,4,0,0,44123,2-Pos_003_001,77.59999999999991,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,d4cc22a6-3230-4ca1-873c-2bb7ad28e075,2014-12-19 17:30:38 -0800,5,4,0,0,44739,2-Pos_002_001,-627.1999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,20ea21a9-85d0-441a-8576-98fafa41f448,2014-12-19 17:30:38 -0800,6,4,0,0,45347,2-Pos_001_001,-1331.9999999999998,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,05248bce-7118-4e44-a0dd-90f83ceb82cb,2014-12-19 17:30:39 -0800,7,4,0,0,45957,2-Pos_000_001,-2036.7999999999997,-1369.2,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,f0553443-8ff1-4145-a96d-c267dbd265c7,2014-12-19 17:30:40 -0800,8,4,0,0,46561,2-Pos_000_002,-2036.7999999999997,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,f872a78f-421c-4005-85d9-cbf8f9a53bb0,2014-12-19 17:30:40 -0800,9,4,0,0,47167,2-Pos_001_002,-1331.9999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,f72e0458-7d0b-4adf-9414-e8646417cf43,2014-12-19 17:30:41 -0800,10,4,0,0,47774,2-Pos_002_002,-627.1999999999998,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,3a584bac-9eca-4114-b6a8-ea3a29f175e6,2014-12-19 17:30:42 -0800,11,4,0,0,48381,2-Pos_003_002,77.59999999999991,-664.4000000000001,0,,RICM,
/Volumes/Macintosh HD/Google Drive/Groves/Scope 7/20141219 T cells on pattern LAT-EGFP unsorted/01 FC1/cells_1,a25f36bd-e87a-4996-8fed-3621410d0821,9d02096a-bb0d-4424-82d5-cfdea284fe66,2014-12-19 17:30:42 -0800,12,4,0,0,49005,2-Pos_003_003,77.59999999999991,40.399999999999636,0,,RICM,
